Entry_norm,class,YourScore,YourPred,PScore,PScorePred,ID_norm_x,PICNIC_score,PICNIC_pred,PSPire_score,PSPire_pred
O04379,1,0.7233629,1,0.01573881184080182,1,O04379,0.8890628963641385,1.0,0.99170905,1
O04492,0,0.51396847,1,0.003354959244934809,0,O04492,0.5643797356987832,1.0,0.077258006,0
O04603,1,0.8081328,1,0.0,0,O04603,0.9074656557364912,1.0,0.11183729,0
O04658,1,0.591675,1,0.004586590821890323,0,O04658,0.8916832401111052,1.0,0.77080804,1
O22173,1,0.72306126,1,0.010092551181533575,1,O22173,0.8453590414191843,1.0,0.9995391,1
O22268,1,0.7822433,1,0.009646173229863012,0,O22268,0.7804293347692663,1.0,0.48400182,0
O22315,1,0.6918696,1,0.03135858140269473,1,O22315,0.9253319135035134,1.0,0.9695698,1
O22683,1,0.66886395,1,0.0057752267573696146,0,O22683,0.7520929157468392,1.0,0.38925576,0
O22703,1,0.5925212,1,0.04598658284856446,1,O22703,0.9245609082192716,1.0,0.8743564,1
O22714,1,0.5902714,1,0.010448770330303923,1,O22714,0.7145957163518335,1.0,0.8975727,1
O22791,1,0.67341167,1,0.015905303401627293,1,O22791,0.8625131350788255,1.0,0.99971896,1
O22812,1,0.5911454,1,0.005616837525669435,0,O22812,0.4825023134139325,0.0,0.38152006,0
O22892,1,0.5154375,1,0.00692553387522778,0,O22892,0.8607662824492552,1.0,0.07201344,0
O22899,1,0.72960645,1,0.013320387399542,1,O22899,0.7677093644431077,1.0,0.50164783,1
O22922,1,0.8377755,1,0.009549643281807373,0,O22922,0.8639672411606172,1.0,0.9535719,1
O22957,1,0.7824556,1,0.009695594308865992,0,O22957,0.8764215035681999,1.0,0.9954748,1
O22969,1,0.81777495,1,0.0029585798816568047,0,O22969,0.8952132775365753,1.0,0.9015465,1
O23049,1,0.80813515,1,0.0,0,O23049,0.8434814616417834,1.0,0.40985283,0
O23063,1,0.6254334,1,0.004354848448255041,0,O23063,0.8357616177333327,1.0,0.8051221,1
O23144,1,0.7313626,1,0.005991285403050109,0,O23144,0.955597656433902,1.0,0.921579,1
O23212,1,0.82311356,1,0.01900532697385854,1,O23212,0.9007909384564908,1.0,0.90656054,1
O23252,1,0.78905547,1,0.013019465821638751,1,O23252,0.5039070579557668,1.0,0.40744242,0
O23255,1,0.6149226,1,0.008200658943564672,0,O23255,0.7544751624718494,1.0,0.28262466,0
O23515,1,0.8133345,1,0.03724529027297194,1,O23515,0.834457051863807,1.0,0.7636929,1
O23523,1,0.807074,1,0.009077563975401706,0,O23523,0.898464376133302,1.0,0.91249496,1
O23593,1,0.74785656,1,0.010393518518518519,1,O23593,0.8892973900059395,1.0,0.9967368,1
O23676,1,0.37529898,0,0.017066666666666667,1,O23676,0.7665610953076514,1.0,0.95794314,1
O24456,1,0.6931226,1,0.012195007902439936,1,O24456,0.6233664760108039,1.0,0.9570769,1
O24646,1,0.68555725,1,0.00790107709750567,0,O24646,0.7474270830069569,1.0,0.061858572,0
O48549,1,0.58007306,1,0.01464,1,O48549,0.9540213660815277,1.0,0.9704813,1
O49006,1,0.67499334,1,0.010069507852447042,1,O49006,0.804458116854541,1.0,0.689082,1
O49160,1,0.83997357,1,0.011944444444444445,1,O49160,0.8385623785403045,1.0,0.8964467,1
O49289,1,0.6233249,1,0.014328629949931724,1,O49289,0.878405305495384,1.0,0.971676,1
O49453,1,0.65937054,1,0.005638856849929514,0,O49453,0.7034240219000555,1.0,0.6196821,1
O49595,1,0.720918,1,0.004103017295795985,0,O49595,0.9112997925004348,1.0,0.7194919,1
O49596,1,0.7959368,1,0.004147376543209877,0,O49596,0.9157557353412196,1.0,0.8821453,1
O49597,1,0.60021615,1,0.007296,0,O49597,0.923058511402687,1.0,0.822018,1
O50008,1,0.78818834,1,0.010337904224870777,1,O50008,0.8071895979482799,1.0,0.9082096,1
O64490,1,0.8560185,1,0.006058503873280148,0,O64490,0.8909404997753769,1.0,0.41049632,0
O64642,1,0.6259662,1,0.015845577149749185,1,O64642,0.7630011530437526,1.0,0.96653605,1
O64650,0,0.41104227,0,0.005810657596371882,0,O64650,0.4966371678882856,0.0,0.076158896,0
O65251,1,0.71577847,1,0.007880618178595531,0,O65251,0.9142043037501048,1.0,0.9800581,1
O65396,1,0.8081344,1,0.0,0,O65396,0.7861060633386401,1.0,0.24323063,0
O65581,1,0.80813515,1,0.0,0,O65581,0.6788730764579187,1.0,0.8667227,1
O65655,1,0.7133773,1,0.004809216125224301,0,O65655,0.8916448356689759,1.0,0.76715803,1
O65719,1,0.79647654,1,0.006006633412551253,0,O65719,0.9194688520526796,1.0,0.9843569,1
O80358,1,0.83594835,1,0.00727810650887574,0,O80358,0.9498753034354634,1.0,0.96092385,1
O80450,0,0.63912135,1,0.019300535194741442,1,O80450,0.5636119311454587,1.0,0.5288168,1
O80653,1,0.6432492,1,0.012023344128972853,1,O80653,0.9374917267653587,1.0,0.26446566,0
O80704,1,0.51767063,1,0.00953347802749189,0,O80704,0.6687267987023291,1.0,0.15939763,0
O80786,1,0.71247846,1,0.011675802084653823,1,O80786,0.926117237957566,1.0,0.82587415,1
O80897,1,0.62529206,1,0.017529226237797964,1,O80897,0.8619294723272343,1.0,0.19396678,0
O81047,1,0.84354246,1,0.006538973013878786,0,O81047,0.8512891189697402,1.0,0.83548033,1
O81098,1,0.80813515,1,0.0,0,O81098,0.8580092532717061,1.0,0.95385313,1
O81126,1,0.67262834,1,0.046025,1,O81126,0.7672333469331836,1.0,0.98495686,1
O81242,1,0.67931914,1,0.006062289228327713,0,O81242,0.7000774126508857,1.0,0.4411345,0
O81488,1,0.625496,1,0.01411764705882353,1,O81488,0.6293000017311998,1.0,0.15863499,0
O81821,1,0.6090195,1,0.007278668401329524,0,O81821,0.517488544576265,1.0,0.3726248,0
O82204,1,0.72328824,1,0.006259474790943322,0,O82204,0.9567165532021318,1.0,0.96294487,1
O82221,1,0.76184785,1,0.0040625,0,O82221,0.828019201179824,1.0,0.86821234,1
O82266,1,0.6468598,1,0.014065503737985048,1,O82266,0.8131660495332415,1.0,0.037397,0
O82299,1,0.6525385,1,0.01016191600607185,1,O82299,0.71423478526801,1.0,0.22443049,0
O82307,0,0.4570264,0,0.023149407911312675,1,O82307,0.1266130585908106,0.0,0.14807576,0
O82762,1,0.81164455,1,0.0061613723762217595,0,O82762,0.8429597957403218,1.0,0.99566853,1
P0DKL6,1,0.6859174,1,0.013032332833037952,1,P0DKL6,0.715630411831138,1.0,0.7928864,1
P10795,0,0.8081328,1,0.0,0,P10795,0.23720491853356,0.0,0.17862616,0
P10796,0,0.8081328,1,0.0,0,P10796,0.2095426501147475,0.0,0.22341537,0
P10798,0,0.8081328,1,0.0,0,P10798,0.2864313971182385,0.0,0.14003211,0
P10896,1,0.8081328,1,0.0,0,P10896,0.7951111097313857,1.0,0.50232655,1
P17094,1,0.56666076,1,0.021008320061326583,1,P17094,0.9506037965446954,1.0,0.8002163,1
P17745,1,0.8081328,1,0.0,0,P17745,0.830884211641262,1.0,0.5851065,1
P19366,1,0.8081328,1,0.0,0,P19366,0.8901353468647948,1.0,0.8358029,1
P21218,1,0.8081328,1,0.0,0,P21218,0.7757943740062205,1.0,0.5865523,1
P21240,1,0.5586984,1,0.0034626038781163434,0,P21240,0.9254998229591588,1.0,0.56668115,1
P22738,1,0.55811685,1,0.01938198553583169,1,P22738,0.9303500917307624,1.0,0.8492198,1
P22953,1,0.8002766,1,0.00613731444711079,0,P22953,0.9427491694576168,1.0,0.99750507,1
P23321,1,0.80813515,1,0.0,0,P23321,0.7699609030314948,1.0,0.06187908,0
P25071,1,0.5023113,1,0.01047858558146624,1,P25071,0.6870028615208545,1.0,0.9489665,1
P25696,1,0.7712416,1,0.00540236182128074,0,P25696,0.7988054264613074,1.0,0.73489815,1
P25856,1,0.80813515,1,0.0,0,P25856,0.7584159621997824,1.0,0.4484796,0
P25857,1,0.80813515,1,0.0,0,P25857,0.7303465802136315,1.0,0.06191034,0
P25858,1,0.80813515,1,0.0,0,P25858,0.8675993169254205,1.0,0.9426977,1
P26568,1,0.69125533,1,0.0020112952208428793,0,P26568,0.9358195552521889,1.0,0.95203227,1
P26569,1,0.69813406,1,0.001583276308551034,0,P26569,0.955426681005078,1.0,0.92888325,1
P27140,1,0.8081328,1,0.0,0,P27140,0.5357017628199576,1.0,0.015157446,0
P27521,0,0.8081328,1,0.0,0,P27521,0.1880863075762155,0.0,0.0016679444,0
P29197,1,0.8081328,1,0.0,0,P29197,0.9456292885891262,1.0,0.93102324,1
P30181,1,0.70263344,1,0.006703962548387712,0,P30181,0.9414262606970124,1.0,0.9005987,1
P31167,1,0.5586984,1,0.0034626038781163434,0,P31167,0.8074678879907022,1.0,0.0053539304,0
P31414,1,0.65890694,1,0.008441558441558441,0,P31414,0.3530589042456926,0.0,0.01876564,0
P32962,1,0.73000777,1,0.012669573011024966,1,P32962,0.5015269082644993,1.0,0.07600061,0
P34788,1,0.63534284,1,0.016707063711911357,1,P34788,0.9219951129929598,1.0,0.96680033,1
P34791,1,0.8081328,1,0.0,0,P34791,0.6888813220752545,1.0,0.0032778562,0
P35614,1,0.89912754,1,0.010173074382349056,1,P35614,0.8230262429084609,1.0,0.82685566,1
P36210,1,0.8081328,1,0.0,0,P36210,0.611870534841082,1.0,0.12629728,0
P36397,0,0.68898654,1,0.014407374622264277,1,P36397,0.3627631496553342,0.0,0.8063692,1
P36428,1,0.79880697,1,0.012085378957842325,1,P36428,0.9118316981693532,1.0,0.46351504,0
P38418,1,0.8081328,1,0.0,0,P38418,0.5229590224340307,1.0,0.17003997,0
P38420,1,0.722704,1,0.01729344511331043,1,P38420,0.8717952424405679,1.0,0.99122417,1
P38666,1,0.88693357,1,0.01667356693891377,1,P38666,0.9552942136949214,1.0,0.87135714,1
P40283,1,0.5975761,1,0.0028,0,P40283,0.8903009418794963,1.0,0.6385423,1
P41127,1,0.4586141,0,0.017815062682627957,1,P41127,0.9555275525107096,1.0,0.6633227,1
P41376,1,0.75720334,1,0.013644075784711095,1,P41376,0.7839001050732815,1.0,0.9850162,1
P41377,1,0.74623555,1,0.01404467904609294,1,P41377,0.7706522606752044,1.0,0.96870613,1
P41916,1,0.625142,1,0.016277307999426713,1,P41916,0.5780630741461319,1.0,0.34942374,0
P41917,1,0.6254283,1,0.016277307999426713,1,P41917,0.5343702835434978,1.0,0.15234646,0
P42731,1,0.736149,1,0.01001412897045554,1,P42731,0.8956315267634571,1.0,0.9990711,1
P42733,1,0.6129782,1,0.020212808037656738,1,P42733,0.8912912448272441,1.0,0.84767455,1
P42791,1,0.75159156,1,0.01650032886270697,1,P42791,0.9202338782296884,1.0,0.782014,1
P42795,1,0.8818114,1,0.01835527110252385,1,P42795,0.8283266016504475,1.0,0.99906284,1
P42825,1,0.74145794,1,0.009575019508888649,0,P42825,0.8769414545317992,1.0,0.73983204,1
P43299,1,0.66908896,1,0.013837739146718268,1,P43299,0.8424112137603887,1.0,0.8546885,1
P43333,1,0.7886254,1,0.005499911291753359,0,P43333,0.8511973445345897,1.0,0.41894913,0
P46010,1,0.71728575,1,0.012629890741421363,1,P46010,0.6964092047881609,1.0,0.2540241,0
P46286,1,0.64474875,1,0.02094225106664263,1,P46286,0.9354632955138064,1.0,0.6663153,1
P47998,1,0.71559006,1,0.004137571852937772,0,P47998,0.8123736909732528,1.0,0.20385942,0
P48001,0,0.451504,0,0.013240616643681733,1,P48001,0.5939640686384096,1.0,0.0821563,0
P49200,1,0.6489246,1,0.006308532778355879,0,P49200,0.902611827658536,1.0,0.7317027,1
P49205,1,0.8534566,1,0.011971228811427996,1,P49205,0.9133784564630312,1.0,0.8642416,1
P49209,1,0.6644924,1,0.010309278350515464,1,P49209,0.934042838205218,1.0,0.9244089,1
P49211,1,0.6740577,1,0.020295098648877834,1,P49211,0.9463219386457068,1.0,0.85440797,1
P49227,1,0.6927705,1,0.019039524950055738,1,P49227,0.9329877665584017,1.0,0.99121296,1
P49637,1,0.817363,1,0.02336273221992869,1,P49637,0.9560968893769348,1.0,0.9029145,1
P49688,1,0.66046476,1,0.015955678670360112,1,P49688,0.8728179323441514,1.0,0.123891994,0
P49690,1,0.84357285,1,0.0071938775510204086,0,P49690,0.9077807967863136,1.0,0.9986371,1
P49691,1,0.7308021,1,0.011180266708522237,1,P49691,0.9410624607696084,1.0,0.75225383,1
P49692,1,0.7802395,1,0.007812381716604339,0,P49692,0.8553929041896028,1.0,0.68588865,1
P49967,1,0.73394454,1,0.006652382409958167,0,P49967,0.8547680758965657,1.0,0.85143596,1
P50546,1,0.56316805,1,0.015053289986633994,1,P50546,0.7968012812007657,1.0,0.0187774,0
P50883,1,0.66266567,1,0.0026854405574103643,0,P50883,0.9100841683518364,1.0,0.92134655,1
P51407,1,0.6960565,1,0.0003780718336483932,0,P51407,0.8087164318667471,1.0,0.21580836,0
P51412,1,0.8081327,1,0.0,0,P51412,0.6179515073770209,1.0,0.10397719,0
P51413,1,0.6300392,1,0.015444897959183674,1,P51413,0.913866790620991,1.0,0.9201582,1
P51414,1,0.8588372,1,0.01688872208669544,1,P51414,0.9080750321535868,1.0,0.99741983,1
P51418,1,0.4233679,0,0.026006817321045324,1,P51418,0.7469480822140041,1.0,0.66513884,1
P51419,1,0.67906183,1,0.014375857338820302,1,P51419,0.9216248594682568,1.0,0.96239865,1
P51422,1,0.58940876,1,0.023050077104131157,1,P51422,0.8374287115496548,1.0,0.889198,1
P51427,1,0.58946824,1,0.011225466171905996,1,P51427,0.8523587283151386,1.0,0.9921892,1
P51430,1,0.5828309,1,0.015467492459799035,1,P51430,0.9572585501941924,1.0,0.9729928,1
P51818,1,0.7394741,1,0.007752747129048037,0,P51818,0.8859478819494044,1.0,0.8841671,1
P55737,1,0.74039817,1,0.007752747129048037,0,P55737,0.8955025476396161,1.0,0.87769413,1
P56771,1,0.7747227,1,0.007900390625,0,P56771,0.7631114935606876,1.0,0.0100133605,0
P57691,1,0.79927236,1,0.003814854930076968,0,P57691,0.7735598044465672,1.0,0.69291335,1
P59169,1,0.5684854,1,0.01805795847750865,1,P59169,0.8743584176785197,1.0,0.9663433,1
P59223,1,0.60941416,1,0.014648480329810096,1,P59223,0.9130068004065486,1.0,0.7937044,1
P59224,1,0.607845,1,0.014648480329810096,1,P59224,0.9114461367151524,1.0,0.7708925,1
P59226,1,0.58020246,1,0.016706314878892733,1,P59226,0.8892397797921184,1.0,0.97178584,1
P59230,1,0.8639807,1,0.005251200274348423,0,P59230,0.8629129969800158,1.0,0.83019507,1
P59231,1,0.87230915,1,0.005691350421542186,0,P59231,0.7902708282831943,1.0,0.5977669,1
P59233,1,0.78313047,1,0.010669804048845795,1,P59233,0.9397388148603558,1.0,0.76443183,1
P59259,1,0.49623027,0,0.022622301819210103,1,P59259,0.9067036445056746,1.0,0.7876946,1
P59271,1,0.76427615,1,0.00990302432610125,1,P59271,0.9286192732813752,1.0,0.9052324,1
P60039,1,0.7063148,1,0.014343282562666485,1,P60039,0.9237662340027956,1.0,0.6629909,1
P60040,1,0.6989792,1,0.014343282562666485,1,P60040,0.8928314367707553,1.0,0.5504458,1
P83484,1,0.80813515,1,0.0,0,P83484,0.863326467236365,1.0,0.091339454,0
P92948,1,0.84253603,1,0.00930179016643831,0,P92948,0.910292351874824,1.0,0.6336508,1
P92964,1,0.65775913,1,0.042197543617998164,1,P92964,0.9421099708201358,1.0,0.98324645,1
P92966,1,0.6426357,1,0.036879813154904684,1,P92966,0.9441879377734654,1.0,0.9985398,1
P93004,0,0.61729133,1,0.014081632653061225,1,P93004,0.154888415296406,0.0,0.026614442,0
P93008,1,0.7179699,1,0.019250347578305158,1,P93008,0.933564487420014,1.0,0.97136986,1
P93014,1,0.80813515,1,0.0,0,P93014,0.9026429270177664,1.0,0.011152798,0
P93655,1,0.80813515,1,0.0,0,P93655,0.8375654627995205,1.0,0.7469276,1
P93819,1,0.80813515,1,0.0,0,P93819,0.7814061840247539,1.0,0.41881752,0
P93831,1,0.7045682,1,0.011358105417377496,1,P93831,0.6399150988784121,1.0,0.44390088,0
Q01667,0,0.80813515,1,0.0,0,Q01667,0.3529614221368071,0.0,0.0023149878,0
Q03250,1,0.5586976,1,0.0034626038781163434,0,Q03250,0.8744721883202499,1.0,0.9769047,1
Q03251,1,0.5586976,1,0.0034626038781163434,0,Q03251,0.8904574541533884,1.0,0.86571467,1
Q04836,1,0.80813515,1,0.0,0,Q04836,0.5223785052404596,1.0,0.76628464,1
Q05153,1,0.79466194,1,0.010361452712093473,1,Q05153,0.9173869429813156,1.0,0.9517409,1
Q07473,0,0.8081328,1,0.0,0,Q07473,0.2870195924082205,0.0,0.0011620868,0
Q08682,1,0.6226211,1,0.010427458222602586,1,Q08682,0.760636271000207,1.0,0.87763464,1
Q0WNX3,1,0.7959722,1,0.013166657786776066,1,Q0WNX3,0.8630193809403892,1.0,0.9739836,1
Q0WPK4,1,0.6102163,1,0.013642384737830544,1,Q0WPK4,0.6023942593493066,1.0,0.2268743,0
Q0WRA3,1,0.65928566,1,0.008330939385234128,0,Q0WRA3,0.8480916853540559,1.0,0.5372423,1
Q0WUY5,1,0.6212995,1,0.009529451519268862,0,Q0WUY5,0.785948640911027,1.0,0.581161,1
Q0WV25,1,0.6678099,1,0.012795061728395061,1,Q0WV25,0.7089505239813622,1.0,0.9223279,1
Q0WVM5,1,0.6644831,1,0.014447934675854904,1,Q0WVM5,0.633437518484331,1.0,0.943246,1
Q0WW84,1,0.7744462,1,0.014839476813317478,1,Q0WW84,0.820775567162647,1.0,0.9954775,1
Q11207,1,0.7089027,1,0.010429579391229985,1,Q11207,0.8352015582515301,1.0,0.923444,1
Q1H595,1,0.83609426,1,0.018499248468030985,1,Q1H595,0.6574164536145988,1.0,0.7452837,1
Q1PDV2,1,0.67096895,1,0.05002154553289285,1,Q1PDV2,0.8484584617258879,1.0,0.7672986,1
Q1PEP5,1,0.7304261,1,0.0037256239863929434,0,Q1PEP5,0.8882335765623216,1.0,0.86374724,1
Q38884,1,0.7978646,1,0.015625,1,Q38884,0.7549467038521982,1.0,0.8943372,1
Q38942,1,0.7703772,1,0.01293913843071896,1,Q38942,0.4914437096486144,0.0,0.8572785,1
Q38953,1,0.7469073,1,0.015688772518296114,1,Q38953,0.8987711895962345,1.0,0.7381373,1
Q39061,1,0.8081328,1,0.0,0,Q39061,0.5893047925598153,1.0,0.095393255,0
Q39097,1,0.892078,1,0.01011594141907247,1,Q39097,0.8408148377855188,1.0,0.95348203,1
Q39102,1,0.8081328,1,0.0,0,Q39102,0.8382271374906616,1.0,0.6790174,1
Q39141,0,0.8081328,1,0.0,0,Q39141,0.2796145349054649,0.0,0.009261225,0
Q39189,1,0.7409203,1,0.007129515081922793,0,Q39189,0.9089923297977672,1.0,0.84523124,1
Q39211,1,0.8081328,1,0.0,0,Q39211,0.8887004400698747,1.0,0.90572226,1
Q39212,1,0.69758725,1,0.007497960908403023,0,Q39212,0.7939037639189916,1.0,0.9299876,1
Q39230,1,0.8081327,1,0.0,0,Q39230,0.8307299172544643,1.0,0.92518556,1
Q39244,1,0.8126572,1,0.008176,0,Q39244,0.8243901923027945,1.0,0.7875526,1
Q3EDH2,1,0.8081327,1,0.0,0,Q3EDH2,0.8501564124116535,1.0,0.45883226,0
Q3MK94,1,0.5970647,1,0.018784391649925757,1,Q3MK94,0.6243272946636584,1.0,0.97435886,1
Q41188,1,0.7554353,1,0.013346599043898177,1,Q41188,0.736679695290092,1.0,0.97182846,1
Q41963,0,0.6840234,1,0.010170444781202643,1,Q41963,0.1046114625495406,0.0,0.031750437,0
Q41969,1,0.70071226,1,0.01053965248384941,1,Q41969,0.7252810407372189,1.0,0.30609745,0
Q42029,1,0.8081327,1,0.0,0,Q42029,0.6510765531828349,1.0,0.030471291,0
Q42064,1,0.6413108,1,0.021723454119343788,1,Q42064,0.9066328649648628,1.0,0.88334024,1
Q42112,1,0.8008177,1,0.00388671875,0,Q42112,0.7695601742319899,1.0,0.6920643,1
Q42139,1,0.3048696,0,0.0007558578987150416,0,Q42139,0.4658461063753963,0.0,0.049608473,0
Q42202,1,0.5621393,1,0.0089111328125,0,Q42202,0.8306358189258702,1.0,0.99857223,1
Q42262,1,0.6173675,1,0.012280752869879378,1,Q42262,0.9022124582310732,1.0,0.9897131,1
Q42340,1,0.77522296,1,0.020829423906924376,1,Q42340,0.8715274658504268,1.0,0.23067895,0
Q42344,1,0.6713531,1,0.006773787019533711,0,Q42344,0.9166115576226996,1.0,0.7396523,1
Q42347,1,0.8860024,1,0.01643367043426532,1,Q42347,0.9369281335844292,1.0,0.9081214,1
Q42351,1,0.7964847,1,0.019444444444444445,1,Q42351,0.96348773019204,1.0,0.9851777,1
Q42403,1,0.69985926,1,0.006320022981901752,0,Q42403,0.6559152617511248,1.0,0.81215465,1
Q42404,1,0.7791087,1,0.031240230572207383,1,Q42404,0.9009404763510132,1.0,0.73463494,1
Q42525,1,0.6189957,1,0.008857147502601456,0,Q42525,0.6991529875758129,1.0,0.6274463,1
Q42556,1,0.80813515,1,0.0,0,Q42556,0.4261699483441274,0.0,0.046603043,0
Q42560,1,0.7317776,1,0.010491019389784773,1,Q42560,0.7804801777793349,1.0,0.58503455,1
Q42572,1,0.7375787,1,0.008854350264380709,0,Q42572,0.8723636461274604,1.0,0.76129115,1
Q43127,1,0.80813515,1,0.0,0,Q43127,0.4590318307313465,0.0,0.003773033,0
Q43349,1,0.8081328,1,0.0,0,Q43349,0.599749792883397,1.0,0.7882679,1
Q43386,1,0.6079972,1,0.007473087274125337,0,Q43386,0.9176892427166864,1.0,0.5885292,1
Q494N5,1,0.671538,1,0.05399065142416974,1,Q494N5,0.8416507175472784,1.0,0.89838254,1
Q4PSL7,1,0.6316373,1,0.019866863905325445,1,Q4PSL7,0.9073958219720168,1.0,0.84838617,1
Q4V3D1,1,0.5901456,1,0.008093583971478507,0,Q4V3D1,0.8931440251982996,1.0,0.4803276,0
Q56YA5,0,0.7672797,1,0.011535997910460756,1,Q56YA5,0.3300193522004442,0.0,0.79556024,1
Q56YN8,1,0.8531332,1,0.010691107162172604,1,Q56YN8,0.967249048327352,1.0,0.8198508,1
Q66GR6,0,0.8081328,1,0.0,0,Q66GR6,0.5973897210779746,1.0,0.024315141,0
Q683D4,1,0.733456,1,0.021676126071730466,1,Q683D4,0.8758612740489147,1.0,0.6061199,1
